"DIRECTORIO";"HOGAR_NUMERO";"PERSONA_NUMERO";"REGION";"sexo";"estrato";"no_identifica_x_escándalos_corrupcion";"conteo_transparente_colombia"
114236;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
114237;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114237;1;2;"Caribe";"Mujer";"Estrato 1";NA;"No"
114238;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
114238;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
114239;1;1;"Caribe";"Mujer";"Ilegal - pirata";"No";"No"
114240;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114240;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114241;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
114242;1;1;"Caribe";"Hombre";NA;"No";"No"
114242;1;2;"Caribe";"Mujer";NA;"No";"Sí"
114243;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";NA
114243;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
114244;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
114244;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
114245;1;1;"Caribe";"Hombre";"Ilegal - pirata";NA;"No"
114246;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114246;1;3;"Caribe";"Hombre";"Estrato 1";"No";"No"
114247;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114247;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114248;1;1;"Caribe";"Hombre";"Ilegal - pirata";"Sí";"No"
114248;1;2;"Caribe";"Mujer";"Ilegal - pirata";NA;"No"
114249;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
114249;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"No"
114250;1;1;"Caribe";"Hombre";"Ilegal - pirata";"No";"No"
114251;1;1;"Caribe";"Hombre";"Ilegal - pirata";"Sí";"No"
114251;1;2;"Caribe";"Mujer";"Ilegal - pirata";"No";"Sí"
114251;1;3;"Caribe";"Hombre";"Ilegal - pirata";"No";"Sí"
114252;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114252;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114253;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114253;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
114254;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114254;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
114254;1;3;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
114255;1;1;"Caribe";"Hombre";"Estrato 1";"No";NA
114255;1;2;"Caribe";"Mujer";"Estrato 1";"No";NA
114256;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114257;1;1;"Caribe";"Mujer";NA;"No";"No"
114257;1;2;"Caribe";"Mujer";NA;"Sí";"No"
114258;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114258;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114259;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
114259;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
114259;1;5;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
114260;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114261;1;1;"Caribe";"Mujer";"Estrato 2";NA;"No"
114261;1;2;"Caribe";"Hombre";"Estrato 2";NA;"No"
114261;1;3;"Caribe";"Hombre";"Estrato 2";"No";NA
114261;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114261;1;5;"Caribe";"Hombre";"Estrato 2";"Sí";NA
114262;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114262;1;2;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114263;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
114263;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
114264;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114265;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114265;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114266;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114266;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114267;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
114267;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114267;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
114268;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
114268;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114269;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114269;1;2;"Caribe";"Mujer";"Estrato 1";NA;NA
114270;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114270;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114270;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114271;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114271;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114271;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114271;1;4;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
114272;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114273;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
114273;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114274;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114274;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
114275;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114276;1;1;"Caribe";"Mujer";"Estrato 1";NA;"No"
114276;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114277;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114277;1;2;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114278;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114278;1;2;"Caribe";"Mujer";"Estrato 1";NA;"No"
114278;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114279;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
114279;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
114280;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114280;1;2;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114281;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
114281;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114282;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
114282;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114283;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114283;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114283;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114284;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114284;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
114285;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114285;1;2;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
114286;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114286;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114287;1;1;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
114287;1;2;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
114287;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114287;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114287;1;5;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114288;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114289;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114290;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
114290;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114290;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114291;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114291;1;2;"Caribe";"Hombre";"Estrato 1";"No";"No"
114291;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114292;1;1;"Caribe";"Hombre";"Estrato 2";NA;NA
114292;1;2;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
114292;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114294;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
114294;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114295;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114295;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114297;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114297;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114298;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114298;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114298;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
114299;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
114299;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114299;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114299;1;4;"Caribe";"Hombre";"Estrato 2";"No";NA
114300;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114301;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114301;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114301;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114302;1;1;"Caribe";"Mujer";"Estrato 2";NA;NA
114302;1;2;"Caribe";"Hombre";"Estrato 2";NA;NA
114303;1;1;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
114303;1;2;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
114303;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114303;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114303;1;5;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114304;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114304;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114305;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114305;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114306;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
114306;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114306;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114306;1;4;"Caribe";"Hombre";"Estrato 2";"No";NA
114306;1;5;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114307;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114307;1;2;"Caribe";"Mujer";"Estrato 2";"No";NA
114308;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
114308;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114309;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114310;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114310;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114310;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114311;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
114311;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114312;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";NA
114312;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114313;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114314;1;1;"Caribe";"Hombre";"Estrato 2";"No";NA
114314;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
114315;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114316;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114316;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114318;1;1;"Caribe";"Hombre";"Estrato 4";"Sí";"No"
114318;1;2;"Caribe";"Mujer";"Estrato 4";"Sí";"No"
114318;1;3;"Caribe";"Hombre";"Estrato 4";"Sí";"No"
114318;1;4;"Caribe";"Mujer";"Estrato 4";"No";NA
114318;1;6;"Caribe";"Mujer";"Estrato 4";"No";"No"
114319;1;1;"Caribe";"Hombre";"Estrato 4";"No";NA
114320;1;1;"Caribe";"Mujer";"Estrato 4";"Sí";"Sí"
114321;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114322;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114323;1;1;"Caribe";"Mujer";"Estrato 2";"No";NA
114324;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
114324;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
114324;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114324;1;4;"Caribe";"Hombre";"Estrato 1";"No";NA
114325;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
114326;1;1;"Caribe";"Mujer";NA;"Sí";"No"
114326;1;2;"Caribe";"Mujer";NA;"Sí";"No"
114327;1;1;"Caribe";"Mujer";NA;NA;"No"
114327;1;2;"Caribe";"Hombre";NA;"Sí";"No"
114328;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114328;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114329;1;1;"Caribe";"Hombre";"Ilegal - pirata";"Sí";"No"
114331;1;1;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
114331;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";NA
114332;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114333;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114333;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114333;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114333;1;4;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114335;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114336;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114336;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114337;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114337;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114338;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114339;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
114339;1;2;"Caribe";"Mujer";"Estrato 2";NA;NA
114339;1;3;"Caribe";"Mujer";"Estrato 2";NA;NA
114339;1;4;"Caribe";"Hombre";"Estrato 2";"No";NA
114340;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114340;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114340;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114340;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114340;1;8;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114340;1;9;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114341;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114341;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114342;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114342;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114342;1;6;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114343;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114343;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114343;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114344;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114344;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
114344;2;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114344;2;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
114344;3;1;"Caribe";"Hombre";"Estrato 1";"No";NA
114344;3;2;"Caribe";"Mujer";"Estrato 1";"No";NA
114345;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114345;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
114346;1;1;"Caribe";"Mujer";"Estrato 1";NA;NA
114346;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
114346;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114347;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114347;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114347;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114348;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114348;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114348;1;4;"Caribe";"Hombre";"Estrato 1";"No";NA
114349;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114349;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114350;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114350;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114351;1;1;"Caribe";"Hombre";"Estrato 3";"Sí";"Sí"
114351;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";NA
114351;1;5;"Caribe";"Mujer";"Estrato 3";"Sí";NA
114351;1;6;"Caribe";"Mujer";"Estrato 3";"Sí";"Sí"
114352;1;1;"Caribe";"Hombre";"Estrato 3";NA;"Sí"
114352;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";NA
114353;1;1;"Caribe";"Hombre";"Estrato 3";"Sí";NA
114353;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";"Sí"
114354;1;1;"Caribe";"Mujer";"Estrato 3";NA;"No"
114355;1;1;"Caribe";"Mujer";"Estrato 3";"No";"No"
114355;1;2;"Caribe";"Hombre";"Estrato 3";"No";"No"
114355;1;3;"Caribe";"Mujer";"Estrato 3";"No";NA
114356;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114356;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114356;1;3;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114357;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114357;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114357;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114357;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114357;1;5;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
114357;1;6;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114358;1;1;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
114358;1;2;"Caribe";"Hombre";"Estrato 2";"No";"No"
114359;1;1;"Caribe";"Hombre";"Estrato 2";NA;"No"
114359;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114360;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114361;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114361;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114361;1;3;"Caribe";"Mujer";"Estrato 2";"No";NA
114361;1;4;"Caribe";"Mujer";"Estrato 2";"No";NA
114362;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
114362;1;2;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
114362;1;3;"Caribe";"Mujer";"Estrato 2";"No";"No"
114362;1;4;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114363;1;1;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
114363;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
114363;1;3;"Caribe";"Hombre";"Estrato 2";"No";NA
114364;1;1;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
114364;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
114365;1;1;"Caribe";"Hombre";"Estrato 2";"No";"Sí"
114365;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114366;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114366;1;2;"Caribe";"Mujer";"Estrato 2";"No";"Sí"
114367;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114367;1;2;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
114367;1;3;"Caribe";"Hombre";"Estrato 1";"No";"No"
114368;1;1;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
114368;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114369;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114369;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114370;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114370;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
114371;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114371;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114372;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114372;1;2;"Caribe";"Mujer";"Estrato 1";"No";"No"
114373;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114373;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114374;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114374;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114375;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114375;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114376;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114376;1;2;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
114376;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114377;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114377;1;2;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
114378;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114378;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114379;1;1;"Caribe";"Mujer";"Estrato 1";"No";"Sí"
114379;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114379;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114380;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114381;1;1;"Caribe";"Mujer";"Estrato 1";"No";"No"
114381;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114381;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114382;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114382;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114382;1;3;"Caribe";"Mujer";"Estrato 1";"No";NA
114383;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114383;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114384;1;1;"Caribe";"Mujer";"Estrato 1";NA;NA
114385;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114385;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114386;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114387;1;1;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114388;1;1;"Caribe";"Hombre";"Estrato 1";"No";"No"
114388;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114389;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114390;1;1;"Caribe";"Hombre";"Estrato 1";NA;"Sí"
114390;1;2;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114391;1;1;"Caribe";"Hombre";"Estrato 3";NA;"No"
114391;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
114391;1;3;"Caribe";"Mujer";"Estrato 3";"Sí";NA
114392;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"Sí"
114392;1;2;"Caribe";"Mujer";"Estrato 3";NA;"Sí"
114393;1;1;"Caribe";"Mujer";"Estrato 2";"No";"No"
114393;1;2;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114394;1;1;"Caribe";"Mujer";"Estrato 2";NA;"No"
114395;1;1;"Caribe";"Hombre";"Estrato 2";"No";"No"
114395;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
114397;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114397;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";NA
114397;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114398;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114398;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114398;1;3;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114398;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114399;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114400;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114400;1;2;"Caribe";"Hombre";"Estrato 1";NA;"No"
114401;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114401;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114401;1;3;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114402;1;1;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
114402;1;2;"Caribe";"Mujer";"Estrato 3";"Sí";"No"
114402;1;3;"Caribe";"Hombre";"Estrato 3";"Sí";"No"
114403;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114403;1;2;"Caribe";"Mujer";"Estrato 2";NA;NA
114403;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114403;1;4;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114404;1;1;"Caribe";"Hombre";"Estrato 2";NA;"Sí"
114404;1;2;"Caribe";"Mujer";"Estrato 2";NA;"Sí"
114405;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114405;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";"Sí"
114406;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114406;1;2;"Caribe";"Mujer";"Estrato 2";"No";"No"
114406;1;3;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
114406;1;4;"Caribe";"Hombre";"Estrato 2";NA;"No"
114406;1;5;"Caribe";"Hombre";"Estrato 2";"Sí";"Sí"
114407;1;1;"Caribe";"Hombre";"Estrato 2";"Sí";"No"
114407;1;2;"Caribe";"Mujer";"Estrato 2";"Sí";NA
114408;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114408;1;2;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114409;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";NA
114409;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"No"
114410;1;1;"Caribe";"Hombre";"Estrato 1";NA;"No"
114410;1;2;"Caribe";"Mujer";"Estrato 1";NA;"No"
114410;1;3;"Caribe";"Hombre";"Estrato 1";"No";"Sí"
114410;1;4;"Caribe";"Mujer";"Estrato 1";"Sí";"No"
114411;1;1;"Caribe";"Mujer";"Estrato 1";"Sí";"Sí"
114411;1;2;"Caribe";"Hombre";"Estrato 1";"Sí";"Sí"
114412;1;1;"Caribe";"Mujer";"Estrato 1";"No";NA
114412;1;3;"Caribe";"Hombre";"Estrato 1";"No";"No"
114413;1;1;"Caribe";"Mujer";"Estrato 1";NA;"Sí"
114413;1;2;"Caribe";"Hombre";"Estrato 1";"No";NA
114414;1;1;"Caribe";"Mujer";"Estrato 2";"Sí";"No"
